unit_number,time_cycles,setting_1,setting_2,setting_3,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19,sensor_20,sensor_21
3,11,0.0006,0.0003,100.0,518.67,642.02,1585.6,1397.24,14.62,21.6,556.04,2388.07,9066.33,1.3,47.13,524.81,2388.1,8143.57,8.4026,0.03,392,2388,100.0,39.29,23.485
3,12,-0.0047,-0.0005,100.0,518.67,642.41,1591.09,1400.7,14.62,21.61,556.15,2388.07,9056.57,1.3,47.4,524.58,2388.06,8139.9,8.3344,0.03,392,2388,100.0,39.28,23.4067
3,13,0.0038,-0.0001,100.0,518.67,641.84,1588.75,1405.62,14.62,21.6,556.92,2388.06,9062.62,1.3,47.34,524.6,2388.1,8143.72,8.3258,0.03,393,2388,100.0,39.24,23.6309
3,14,-0.0004,0.0004,100.0,518.67,642.49,1590.22,1399.76,14.62,21.61,557.33,2388.12,9061.29,1.3,47.33,525.25,2388.1,8145.8,8.3939,0.03,392,2388,100.0,39.03,23.546
3,15,-0.0013,0.0002,100.0,518.67,642.16,1589.28,1399.52,14.62,21.61,556.87,2388.11,9059.69,1.3,47.29,524.99,2388.06,8146.76,8.3378,0.03,393,2388,100.0,38.96,23.5328
3,16,0.0035,0.0005,100.0,518.67,642.37,1587.93,1399.28,14.62,21.6,556.88,2388.05,9060.83,1.3,47.29,524.69,2388.09,8146.93,8.3801,0.03,391,2388,100.0,39.17,23.5543
3,17,-0.0005,-0.0002,100.0,518.67,642.23,1576.31,1399.05,14.62,21.61,556.76,2388.03,9056.72,1.3,47.29,524.25,2388.06,8149.0,8.354,0.03,391,2388,100.0,39.34,23.5586
3,18,-0.0014,0.0001,100.0,518.67,641.8,1587.05,1395.92,14.62,21.6,556.33,2388.02,9058.86,1.3,47.48,524.6,2388.05,8142.36,8.3181,0.03,392,2388,100.0,39.08,23.4482
3,19,0.0017,0.0001,100.0,518.67,642.46,1588.03,1407.92,14.62,21.61,557.55,2388.1,9060.51,1.3,47.33,524.91,2388.08,8150.19,8.3554,0.03,393,2388,100.0,39.07,23.3958
3,20,0.0014,0.0,100.0,518.67,642.6,1581.86,1401.77,14.62,21.61,556.94,2388.06,9065.25,1.3,47.23,524.77,2388.05,8137.45,8.3643,0.03,393,2388,100.0,39.1,23.4676
3,21,0.0009,0.0003,100.0,518.67,642.9,1578.5,1401.39,14.62,21.61,557.0,2388.01,9064.65,1.3,47.19,525.09,2388.1,8143.14,8.347,0.03,393,2388,100.0,39.2,23.4467
3,22,0.0005,-0.0002,100.0,518.67,642.42,1585.3,1396.75,14.62,21.61,558.01,2388.06,9061.88,1.3,47.32,525.45,2388.12,8145.58,8.3615,0.03,391,2388,100.0,39.18,23.5599
3,23,0.0055,-0.0003,100.0,518.67,642.54,1581.07,1405.76,14.62,21.6,557.61,2388.14,9055.83,1.3,47.45,525.16,2388.08,8143.66,8.3599,0.03,392,2388,100.0,39.16,23.5465
3,24,-0.0007,0.0004,100.0,518.67,642.48,1588.0,1399.47,14.62,21.6,557.07,2388.12,9057.67,1.3,47.34,524.94,2388.07,8146.18,8.3339,0.03,393,2388,100.0,39.38,23.4036
3,25,0.0026,-0.0,100.0,518.67,642.26,1584.2,1403.92,14.62,21.61,557.39,2388.08,9054.39,1.3,47.24,524.11,2388.08,8140.63,8.3491,0.03,391,2388,100.0,39.17,23.4355
3,26,0.0033,0.0004,100.0,518.67,642.19,1576.97,1403.54,14.62,21.61,557.24,2388.08,9064.2,1.3,47.27,524.31,2388.09,8147.48,8.3706,0.03,392,2388,100.0,39.08,23.4869
3,27,-0.0029,0.0001,100.0,518.67,641.94,1584.72,1402.4,14.62,21.6,557.0,2388.03,9062.13,1.3,47.43,524.35,2388.1,8136.75,8.381,0.03,391,2388,100.0,39.19,23.5197
3,28,-0.001,-0.0,100.0,518.67,642.67,1580.28,1398.02,14.62,21.6,557.14,2388.12,9057.4,1.3,47.33,524.6,2388.1,8146.5,8.3375,0.03,393,2388,100.0,39.02,23.5473
3,29,0.0012,-0.0004,100.0,518.67,642.72,1584.85,1399.43,14.62,21.61,557.76,2388.07,9061.07,1.3,47.4,525.34,2388.13,8145.16,8.3579,0.03,391,2388,100.0,39.28,23.5737
3,30,0.0029,0.0003,100.0,518.67,642.22,1583.72,1400.67,14.62,21.61,557.12,2388.08,9069.55,1.3,47.24,524.48,2388.07,8140.26,8.3632,0.03,394,2388,100.0,39.21,23.4835
3,31,-0.0024,0.0002,100.0,518.67,642.41,1584.45,1407.98,14.62,21.6,556.66,2388.0,9062.33,1.3,47.28,524.92,2388.0,8146.88,8.384,0.03,392,2388,100.0,39.11,23.5132
3,32,-0.0018,-0.0001,100.0,518.67,642.23,1588.85,1404.88,14.62,21.6,556.56,2388.06,9052.19,1.3,47.12,524.2,2388.04,8145.8,8.3556,0.03,391,2388,100.0,39.14,23.5758
3,33,0.0018,-0.0004,100.0,518.67,641.94,1584.45,1407.95,14.62,21.61,557.0,2388.08,9063.29,1.3,47.36,524.48,2388.08,8145.02,8.325,0.03,392,2388,100.0,39.31,23.4285
3,34,-0.0024,0.0005,100.0,518.67,642.31,1589.57,1394.64,14.62,21.6,556.6,2388.12,9057.43,1.3,47.39,525.07,2388.08,8143.06,8.3595,0.03,392,2388,100.0,39.13,23.4698
3,35,-0.001,0.0004,100.0,518.67,642.45,1576.25,1405.08,14.62,21.61,556.65,2388.1,9063.63,1.3,47.38,524.62,2388.05,8147.83,8.3488,0.03,390,2388,100.0,39.26,23.5458
3,36,0.003,0.0004,100.0,518.67,642.05,1586.61,1396.4,14.62,21.61,557.43,2388.03,9058.62,1.3,47.28,524.4,2388.08,8148.65,8.326,0.03,391,2388,100.0,39.2,23.5202
3,37,-0.0029,-0.0004,100.0,518.67,642.34,1590.78,1402.14,14.62,21.6,556.64,2388.04,9052.32,1.3,47.36,524.39,2388.07,8143.42,8.3933,0.03,392,2388,100.0,39.24,23.4571
3,38,-0.0018,0.0005,100.0,518.67,642.42,1590.02,1403.54,14.62,21.61,557.12,2388.1,9065.07,1.3,47.12,525.11,2388.07,8141.15,8.34,0.03,391,2388,100.0,39.0,23.4779
3,39,-0.0022,-0.0004,100.0,518.67,642.02,1582.27,1399.67,14.62,21.61,557.0,2388.1,9060.6,1.3,47.27,524.75,2388.06,8146.37,8.359,0.03,391,2388,100.0,39.22,23.4543
3,40,0.0006,0.0002,100.0,518.67,642.0,1578.34,1399.12,14.62,21.6,556.91,2388.08,9063.63,1.3,47.13,524.42,2388.08,8143.35,8.3652,0.03,392,2388,100.0,39.27,23.5154
3,41,0.0025,0.0001,100.0,518.67,642.25,1584.36,1399.34,14.62,21.6,557.32,2388.05,9061.78,1.3,47.21,524.98,2388.05,8138.23,8.3498,0.03,393,2388,100.0,39.18,23.4829
3,42,-0.0011,-0.0003,100.0,518.67,642.55,1592.94,1393.19,14.62,21.61,557.31,2388.03,9067.88,1.3,47.29,524.87,2388.08,8149.48,8.3481,0.03,393,2388,100.0,39.03,23.5903
3,43,-0.0012,0.0001,100.0,518.67,642.06,1587.41,1396.35,14.62,21.61,557.28,2388.07,9060.9,1.31,47.38,525.3,2388.15,8143.98,8.3852,0.03,392,2388,100.0,38.94,23.539
3,44,-0.0003,-0.0004,100.0,518.67,642.17,1585.59,1393.64,14.62,21.61,556.81,2388.09,9065.92,1.3,47.16,525.16,2388.05,8146.7,8.3471,0.03,392,2388,100.0,39.21,23.5392
3,45,0.0006,0.0,100.0,518.67,642.14,1588.12,1399.48,14.62,21.61,557.04,2388.1,9060.81,1.3,47.26,525.32,2388.07,8144.95,8.3859,0.03,392,2388,100.0,39.07,23.5177
3,46,-0.0011,-0.0001,100.0,518.67,641.97,1583.29,1397.56,14.62,21.6,557.54,2388.08,9061.75,1.3,47.22,524.76,2388.15,8145.03,8.3589,0.03,392,2388,100.0,38.99,23.556
3,47,0.0009,0.0004,100.0,518.67,642.02,1592.35,1399.11,14.62,21.61,556.79,2388.13,9059.22,1.3,47.61,525.38,2388.15,8142.45,8.3726,0.03,391,2388,100.0,39.4,23.5448
3,48,0.0004,0.0005,100.0,518.67,642.17,1586.12,1400.33,14.62,21.6,557.19,2388.02,9066.26,1.3,47.31,523.93,2388.1,8140.07,8.3556,0.03,393,2388,100.0,39.05,23.5334
3,49,0.0005,0.0004,100.0,518.67,642.65,1588.72,1392.72,14.62,21.6,556.56,2388.06,9055.9,1.3,47.36,524.64,2388.06,8141.76,8.3518,0.03,393,2388,100.0,39.13,23.4844
3,50,-0.0023,0.0003,100.0,518.67,642.71,1581.21,1404.28,14.62,21.61,556.55,2388.11,9067.24,1.3,47.22,525.17,2388.1,8142.33,8.3496,0.03,393,2388,100.0,39.08,23.5915
3,51,-0.0067,-0.0001,100.0,518.67,642.4,1583.0,1403.18,14.62,21.61,558.03,2388.06,9071.33,1.3,47.2,524.87,2388.12,8151.01,8.3229,0.03,392,2388,100.0,39.02,23.576
3,52,-0.0032,0.0003,100.0,518.67,642.81,1583.84,1399.95,14.62,21.6,556.93,2388.05,9058.8,1.3,47.2,523.71,2388.06,8145.57,8.373,0.03,391,2388,100.0,38.96,23.5597
3,53,0.0012,0.0004,100.0,518.67,641.87,1580.2,1398.53,14.62,21.61,557.58,2388.09,9061.97,1.3,47.24,525.22,2388.11,8143.44,8.3433,0.03,391,2388,100.0,39.08,23.5135
3,54,0.0037,-0.0001,100.0,518.67,642.32,1590.43,1407.32,14.62,21.6,556.89,2388.07,9061.13,1.3,47.22,524.5,2388.08,8144.01,8.3329,0.03,392,2388,100.0,39.17,23.6468
3,55,-0.0008,0.0002,100.0,518.67,641.73,1585.15,1392.79,14.62,21.61,557.17,2388.03,9058.58,1.3,47.29,524.63,2388.06,8140.99,8.3543,0.03,392,2388,100.0,39.17,23.5386
3,56,-0.0017,0.0005,100.0,518.67,642.11,1588.22,1400.08,14.62,21.61,556.5,2388.08,9062.23,1.3,47.21,525.39,2388.04,8146.17,8.3459,0.03,391,2388,100.0,39.12,23.5104
3,57,0.0023,0.0001,100.0,518.67,642.64,1587.21,1394.21,14.62,21.6,556.77,2388.06,9061.41,1.3,47.16,524.16,2388.04,8143.04,8.3486,0.03,391,2388,100.0,39.16,23.4612
3,58,-0.0018,0.0002,100.0,518.67,641.92,1585.18,1397.31,14.62,21.61,556.71,2388.07,9051.09,1.3,47.15,524.46,2388.05,8144.38,8.3871,0.03,392,2388,100.0,39.03,23.6109
3,59,0.0002,-0.0,100.0,518.67,642.44,1579.26,1398.17,14.62,21.6,556.58,2388.05,9060.35,1.3,47.36,525.03,2388.14,8137.72,8.3589,0.03,392,2388,100.0,39.03,23.5393
3,60,-0.0003,0.0005,100.0,518.67,642.18,1573.94,1399.77,14.62,21.6,557.0,2388.04,9062.68,1.3,47.32,524.62,2388.09,8145.89,8.3613,0.03,392,2388,100.0,39.14,23.5255
3,61,-0.001,0.0005,100.0,518.67,642.9,1582.05,1401.51,14.62,21.61,557.49,2388.11,9064.95,1.3,47.15,525.02,2388.08,8142.92,8.3334,0.03,392,2388,100.0,39.0,23.4859
3,62,-0.0024,0.0002,100.0,518.67,642.86,1587.65,1395.4,14.62,21.6,557.22,2388.05,9064.87,1.3,47.2,524.69,2388.09,8147.32,8.3551,0.03,392,2388,100.0,39.02,23.489
3,63,-0.0018,0.0001,100.0,518.67,641.88,1582.66,1400.33,14.62,21.6,556.64,2388.11,9058.72,1.3,47.37,524.5,2388.09,8139.65,8.3419,0.03,392,2388,100.0,39.13,23.4976
3,64,-0.0052,-0.0001,100.0,518.67,642.61,1586.24,1397.56,14.62,21.61,557.69,2388.1,9057.3,1.3,47.42,524.75,2388.06,8149.41,8.3515,0.03,394,2388,100.0,39.4,23.5016
3,65,0.0023,0.0005,100.0,518.67,642.24,1581.92,1398.67,14.62,21.6,556.96,2388.11,9056.79,1.3,47.14,524.8,2388.04,8145.6,8.3444,0.03,392,2388,100.0,39.13,23.5365
3,66,0.0012,-0.0002,100.0,518.67,642.07,1580.27,1404.74,14.62,21.6,557.41,2388.08,9063.55,1.3,47.17,524.77,2388.14,8135.92,8.3465,0.03,393,2388,100.0,39.11,23.424
3,67,0.0029,0.0004,100.0,518.67,642.21,1576.22,1398.23,14.62,21.6,556.8,2388.1,9060.4,1.3,47.24,524.58,2388.02,8146.09,8.3558,0.03,392,2388,100.0,39.13,23.5168
3,68,0.0013,0.0,100.0,518.67,642.11,1586.85,1396.56,14.62,21.6,556.36,2388.05,9059.99,1.3,47.34,524.79,2388.08,8143.24,8.3887,0.03,392,2388,100.0,39.24,23.5195
3,69,0.0032,0.0003,100.0,518.67,641.99,1580.99,1397.68,14.62,21.6,556.73,2388.02,9061.07,1.3,47.36,524.31,2388.07,8144.02,8.3581,0.03,394,2388,100.0,38.93,23.6092
3,70,0.003,-0.0003,100.0,518.67,642.08,1588.16,1403.95,14.62,21.61,556.99,2388.12,9062.49,1.3,47.19,524.44,2388.14,8147.39,8.3726,0.03,391,2388,100.0,39.04,23.641
3,71,-0.0035,-0.0004,100.0,518.67,642.22,1583.72,1398.11,14.62,21.6,556.72,2388.07,9069.01,1.3,47.42,524.12,2388.08,8143.82,8.3819,0.03,392,2388,100.0,39.1,23.5791
3,72,-0.0007,0.0,100.0,518.67,642.72,1585.83,1404.42,14.62,21.61,557.83,2388.07,9058.93,1.3,47.3,525.36,2388.13,8144.04,8.3617,0.03,392,2388,100.0,39.17,23.4758
3,73,-0.0045,0.0001,100.0,518.67,642.17,1592.88,1406.03,14.62,21.6,556.4,2388.03,9059.58,1.3,47.28,524.56,2388.07,8145.92,8.3779,0.03,392,2388,100.0,39.07,23.5275
3,74,-0.0042,0.0003,100.0,518.67,642.55,1581.52,1396.8,14.62,21.6,557.78,2388.1,9065.09,1.3,47.35,524.62,2388.13,8142.53,8.3573,0.03,392,2388,100.0,39.27,23.4866
3,75,0.0044,0.0001,100.0,518.67,642.1,1586.2,1397.32,14.62,21.61,557.21,2388.07,9066.03,1.3,47.19,524.92,2388.11,8146.19,8.3619,0.03,393,2388,100.0,39.23,23.4831
3,76,0.0014,-0.0,100.0,518.67,642.69,1588.93,1402.69,14.62,21.6,557.42,2388.05,9061.51,1.3,47.09,524.71,2388.08,8144.93,8.3987,0.03,393,2388,100.0,39.03,23.5521
3,77,0.0031,-0.0001,100.0,518.67,642.11,1586.15,1399.21,14.62,21.6,557.45,2388.08,9065.79,1.3,47.29,525.05,2388.04,8146.29,8.3456,0.03,393,2388,100.0,39.08,23.5271
3,78,0.0011,0.0004,100.0,518.67,641.79,1586.65,1401.68,14.62,21.6,556.97,2388.13,9070.46,1.3,47.33,525.03,2388.07,8149.54,8.3591,0.03,393,2388,100.0,39.19,23.4018
3,79,-0.0025,-0.0001,100.0,518.67,642.38,1585.62,1403.24,14.62,21.6,557.37,2388.05,9065.14,1.3,47.13,525.2,2388.08,8145.69,8.3488,0.03,393,2388,100.0,39.05,23.5558
3,80,0.001,-0.0004,100.0,518.67,642.11,1579.02,1403.81,14.62,21.6,556.44,2388.03,9065.27,1.3,47.16,524.49,2388.06,8146.73,8.3711,0.03,392,2388,100.0,39.17,23.4162
3,81,-0.0014,-0.0001,100.0,518.67,642.09,1582.96,1402.29,14.62,21.6,557.59,2388.08,9068.06,1.3,47.19,524.81,2388.11,8143.62,8.3683,0.03,391,2388,100.0,39.07,23.4418
3,82,0.0009,0.0001,100.0,518.67,642.72,1594.91,1396.77,14.62,21.6,556.73,2388.03,9063.8,1.3,47.26,524.76,2388.06,8138.12,8.3907,0.03,393,2388,100.0,39.24,23.4038
3,83,-0.0023,-0.0003,100.0,518.67,642.43,1589.66,1403.26,14.62,21.6,556.73,2388.07,9062.59,1.3,47.25,525.04,2388.01,8146.56,8.3971,0.03,392,2388,100.0,39.13,23.5001
3,84,0.0004,0.0003,100.0,518.67,642.06,1572.52,1398.29,14.62,21.6,556.82,2388.1,9063.47,1.3,47.33,524.72,2388.05,8147.22,8.3406,0.03,393,2388,100.0,39.21,23.4453
3,85,0.0018,-0.0002,100.0,518.67,642.6,1585.94,1400.06,14.62,21.6,556.73,2388.04,9065.76,1.3,47.31,524.78,2388.14,8144.97,8.3335,0.03,391,2388,100.0,39.44,23.526
3,86,0.0034,-0.0,100.0,518.67,641.99,1583.43,1399.83,14.62,21.6,556.18,2388.07,9071.05,1.3,47.33,525.02,2388.09,8145.95,8.3405,0.03,393,2388,100.0,39.08,23.6
3,87,0.0012,0.0001,100.0,518.67,642.34,1584.06,1400.25,14.62,21.6,557.04,2388.08,9061.68,1.3,47.42,524.43,2388.02,8142.89,8.3984,0.03,392,2388,100.0,39.23,23.4474
3,88,0.0034,-0.0004,100.0,518.67,642.52,1590.96,1406.18,14.62,21.6,557.07,2388.07,9063.3,1.3,47.4,524.81,2388.12,8141.83,8.3492,0.03,392,2388,100.0,39.18,23.4408
3,89,-0.0015,0.0003,100.0,518.67,642.14,1590.05,1402.62,14.62,21.6,557.28,2388.09,9062.6,1.3,47.45,525.07,2388.11,8150.02,8.3752,0.03,391,2388,100.0,39.3,23.5548
3,90,-0.0003,-0.0003,100.0,518.67,642.15,1581.38,1402.07,14.62,21.61,557.22,2388.02,9066.42,1.3,47.2,525.74,2388.09,8143.36,8.3703,0.03,392,2388,100.0,39.17,23.4386
3,91,0.0009,0.0004,100.0,518.67,642.24,1588.82,1391.47,14.62,21.6,557.19,2388.08,9068.96,1.3,47.39,525.1,2388.12,8142.9,8.3874,0.03,392,2388,100.0,39.12,23.4518
3,92,0.0035,0.0002,100.0,518.67,641.98,1589.02,1399.42,14.62,21.61,557.41,2388.07,9066.14,1.3,47.36,525.46,2388.1,8143.0,8.3573,0.03,392,2388,100.0,39.07,23.5765
3,93,-0.0038,0.0,100.0,518.67,641.62,1592.42,1398.96,14.62,21.6,557.2,2388.02,9063.52,1.3,47.38,525.04,2388.09,8145.74,8.3548,0.03,392,2388,100.0,39.23,23.5708
3,94,0.0017,0.0003,100.0,518.67,642.57,1588.53,1406.39,14.62,21.6,557.03,2388.07,9065.16,1.3,47.14,525.55,2388.11,8146.92,8.3709,0.03,393,2388,100.0,39.07,23.4881
3,95,-0.0056,0.0001,100.0,518.67,642.75,1584.18,1400.63,14.62,21.6,557.19,2388.15,9059.7,1.3,47.46,524.9,2388.08,8143.43,8.3334,0.03,393,2388,100.0,39.07,23.5356
3,96,0.0031,-0.0002,100.0,518.67,642.82,1588.19,1399.04,14.62,21.6,557.6,2388.1,9069.93,1.3,47.39,525.33,2388.13,8151.54,8.3619,0.03,392,2388,100.0,39.01,23.5233
3,97,0.0009,0.0005,100.0,518.67,642.59,1585.34,1400.92,14.62,21.6,557.15,2388.09,9066.3,1.3,47.16,525.35,2388.09,8143.83,8.3986,0.03,393,2388,100.0,38.99,23.5606
3,98,-0.0039,-0.0004,100.0,518.67,642.91,1585.37,1399.82,14.62,21.6,557.22,2388.07,9066.93,1.3,47.25,525.22,2388.04,8148.91,8.3849,0.03,392,2388,100.0,39.14,23.5061
3,99,-0.0006,-0.0003,100.0,518.67,642.08,1589.18,1399.26,14.62,21.6,557.77,2388.12,9066.17,1.3,47.25,525.1,2388.04,8144.32,8.3752,0.03,392,2388,100.0,39.21,23.5046
3,100,0.0017,0.0003,100.0,518.67,642.61,1589.13,1397.96,14.62,21.6,557.63,2388.12,9064.19,1.3,47.23,525.25,2388.07,8145.42,8.3879,0.03,391,2388,100.0,39.29,23.49
3,101,-0.0015,-0.0003,100.0,518.67,642.07,1583.82,1402.72,14.62,21.6,556.77,2388.16,9062.84,1.3,47.27,524.79,2388.09,8140.55,8.3458,0.03,393,2388,100.0,39.23,23.4387
3,102,-0.0018,0.0002,100.0,518.67,642.19,1583.86,1403.4,14.62,21.6,556.98,2388.11,9063.27,1.3,47.34,525.15,2388.09,8144.35,8.3623,0.03,391,2388,100.0,39.14,23.4755
3,103,-0.0009,-0.0001,100.0,518.67,642.72,1583.32,1405.99,14.62,21.6,556.32,2388.07,9066.07,1.3,47.32,525.4,2388.11,8146.27,8.3441,0.03,393,2388,100.0,39.02,23.5854
3,104,-0.0021,-0.0004,100.0,518.67,642.11,1581.93,1404.93,14.62,21.6,557.23,2388.06,9057.55,1.3,47.28,525.68,2388.12,8146.57,8.3848,0.03,392,2388,100.0,39.24,23.5004
3,105,-0.002,-0.0003,100.0,518.67,642.91,1580.15,1402.85,14.62,21.6,557.34,2388.09,9062.08,1.3,47.44,524.9,2388.1,8146.37,8.3707,0.03,393,2388,100.0,39.19,23.5097
3,106,-0.0011,-0.0004,100.0,518.67,642.36,1584.2,1404.49,14.62,21.6,557.94,2388.08,9067.08,1.3,47.03,524.96,2388.05,8147.47,8.3211,0.03,391,2388,100.0,39.23,23.3762
3,107,0.0008,-0.0004,100.0,518.67,642.67,1590.51,1401.52,14.62,21.6,557.53,2388.05,9062.46,1.3,47.29,524.83,2388.12,8145.36,8.318,0.03,391,2388,100.0,39.08,23.4177
3,108,0.0002,0.0004,100.0,518.67,641.94,1587.04,1410.88,14.62,21.6,556.8,2388.12,9062.96,1.3,47.26,525.4,2388.07,8147.43,8.3796,0.03,393,2388,100.0,39.13,23.6392
3,109,-0.0006,-0.0003,100.0,518.67,642.25,1587.75,1401.34,14.62,21.6,557.19,2388.1,9067.51,1.3,47.26,525.29,2388.13,8145.42,8.3393,0.03,394,2388,100.0,38.96,23.5041
3,110,-0.0026,-0.0003,100.0,518.67,642.34,1584.88,1404.98,14.62,21.6,557.56,2388.09,9065.5,1.31,47.38,525.54,2388.09,8146.48,8.331,0.03,393,2388,100.0,39.12,23.4081
3,111,-0.0005,-0.0002,100.0,518.67,642.46,1587.4,1401.66,14.62,21.6,558.06,2388.12,9062.46,1.3,47.38,525.33,2388.1,8146.92,8.3574,0.03,393,2388,100.0,39.36,23.4697
3,112,0.0043,0.0002,100.0,518.67,642.41,1584.55,1400.55,14.62,21.6,557.0,2388.1,9069.44,1.3,47.23,524.91,2388.07,8150.54,8.3439,0.03,392,2388,100.0,39.21,23.501
3,113,0.0035,0.0004,100.0,518.67,642.16,1586.56,1400.5,14.62,21.6,556.95,2388.1,9063.11,1.3,47.32,525.55,2388.12,8145.19,8.3672,0.03,393,2388,100.0,39.27,23.4985
3,114,0.0002,0.0,100.0,518.67,642.21,1587.04,1402.04,14.62,21.6,557.64,2388.07,9063.66,1.3,47.21,525.05,2388.14,8147.85,8.396,0.03,394,2388,100.0,39.01,23.5303
3,115,-0.0002,-0.0003,100.0,518.67,642.54,1593.69,1400.88,14.62,21.6,557.37,2388.13,9063.7,1.3,47.41,525.19,2388.13,8147.25,8.3514,0.03,393,2388,100.0,39.12,23.5386
3,116,-0.0039,-0.0,100.0,518.67,641.87,1587.85,1402.65,14.62,21.6,557.53,2388.12,9065.07,1.3,47.21,524.82,2388.1,8145.91,8.3234,0.03,392,2388,100.0,39.27,23.565
3,117,0.0011,-0.0003,100.0,518.67,641.73,1586.06,1401.95,14.62,21.6,557.89,2388.08,9059.99,1.3,47.22,525.01,2388.18,8148.63,8.3291,0.03,393,2388,100.0,39.29,23.5893
3,118,-0.0022,0.0002,100.0,518.67,642.5,1588.79,1399.98,14.62,21.6,557.77,2388.09,9069.75,1.3,47.17,525.34,2388.12,8149.23,8.3257,0.03,391,2388,100.0,39.07,23.5004
3,119,0.0042,0.0003,100.0,518.67,642.22,1591.19,1395.65,14.62,21.6,557.12,2388.12,9070.77,1.3,47.31,525.53,2388.05,8143.41,8.3589,0.03,393,2388,100.0,39.18,23.4897
3,120,0.0015,0.0004,100.0,518.67,642.24,1590.69,1398.63,14.62,21.6,557.9,2388.09,9066.64,1.3,47.33,524.97,2388.07,8146.15,8.4262,0.03,393,2388,100.0,39.06,23.6006
3,121,0.0022,0.0003,100.0,518.67,642.61,1587.29,1398.36,14.62,21.6,556.98,2388.06,9058.83,1.3,47.49,525.17,2388.1,8140.76,8.3402,0.03,393,2388,100.0,39.17,23.6926
3,122,0.0011,-0.0004,100.0,518.67,642.25,1594.54,1398.95,14.62,21.6,557.03,2388.08,9065.6,1.3,47.23,525.28,2388.15,8148.28,8.3639,0.03,393,2388,100.0,39.19,23.5784
3,123,-0.0013,-0.0002,100.0,518.67,642.05,1592.62,1391.65,14.62,21.6,557.37,2388.06,9066.44,1.3,47.33,525.32,2388.09,8148.6,8.3674,0.03,393,2388,100.0,39.24,23.534
3,124,0.0004,0.0001,100.0,518.67,642.66,1581.51,1406.53,14.62,21.6,557.84,2388.07,9058.15,1.3,47.36,525.53,2388.1,8146.13,8.3712,0.03,393,2388,100.0,39.28,23.5521
3,125,-0.0012,-0.0001,100.0,518.67,642.31,1587.6,1393.05,14.62,21.6,556.67,2388.17,9063.82,1.3,47.28,525.81,2388.1,8148.48,8.3811,0.03,391,2388,100.0,39.05,23.4925
3,126,-0.0002,0.0005,100.0,518.67,642.49,1583.14,1402.46,14.62,21.61,557.97,2388.15,9062.94,1.3,47.37,525.12,2388.1,8145.29,8.3447,0.03,392,2388,100.0,39.22,23.5807
3,127,0.0034,-0.0004,100.0,518.67,642.31,1593.61,1399.45,14.62,21.6,558.01,2388.1,9067.69,1.3,47.34,524.98,2388.07,8142.98,8.3532,0.03,393,2388,100.0,39.08,23.4303
